Project,IssueID,URL,Title,Status,CreatedAt,BugType ,StackLayer,CTClass,subtype,DUB,reason Bug,reason Stack,reason Class
NVIDIA/cuda-quantum,1030,https://github.com/NVIDIA/cuda-quantum/issues/1030,Incorrect QIR generated for some conditional measurements (qir_cond_for_loop-6.cpp),closed,2023-12-12T16:47:28Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,,,Korrekt geschriebener Usercode führt zu logisch falscher QIR/IR (z.B. Mess-/Result-Handling in if-Strukturen) – Compiler-/Semantikbug. ,"Problem sitzt in der CUDA-Q-Compiler-Pipeline (Frontend → MLIR/Quake → QIR), also in der Integrationsschicht. ",Fehlerhafte Transformationen in Compiler-Pässen sind klassische Implementierungsbugs; Compile-Time-Analyse des Usercodes hilft hier nicht. 
NVIDIA/cuda-quantum,1022,https://github.com/NVIDIA/cuda-quantum/issues/1022,`from_state` error with `kernel.qalloc()`,closed,2023-12-11T21:15:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,A,,,"Semantisch legitime Nutzung (q = kernel.qalloc() und from_state(q, …)); die API verhält sich aber anders als für qalloc(1) und läuft in einen Fehler → Vertrags-/Semantikbruch der High-Level-API. ","Die Logik steckt in der from_state-/Qubit-API selbst (Single-Qubit vs. qvector), nicht im Simulator-Backend oder Build. ","Die Signatur/Overloads könnten compile-time sicherstellen, dass für kernel.qalloc() nur passende from_state-Aufrufe erlaubt sind bzw. früh eine klare Fehlermeldung erzeugen (z.B. stärker typisierte Qubit-/Container-Typen). "
NVIDIA/cuda-quantum,928,https://github.com/NVIDIA/cuda-quantum/issues/928,qubit-mapping has bug threading wire values,closed,2023-11-14T23:50:07Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,,,"Formal gültiger Usercode führt zu IR, in der lineare „swap“-Wires mehrfach benutzt werden – der Compiler verletzt seine eigenen Linearitätsregeln. ","Fehler entsteht im Zusammenspiel von Quake-/MLIR-Pässen (z.B. Synthese, Qubit-Mapping, Inlining) mit der Linearitätsdisziplin der IR. ",Das ist ein reiner Compiler-/Pass-Implementierungsfehler; er lässt sich nicht durch Typ-/Contract-Checks auf Userseite verhindern. 
NVIDIA/cuda-quantum,920,https://github.com/NVIDIA/cuda-quantum/issues/920,MPI is not enabled in `cudaq` Python wheels,closed,2023-11-14T02:02:49Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,,,Wheels werden ohne aktivierte MPI-Funktionalität ausgeliefert (im Gegensatz zu Docker/Native-Builds) – klassischer Packaging-/Konfigurationsfehler. ,"Es geht um Build-Flags und Wheel-Erstellung, nicht Runtime-/Compilerlogik. ","Solche Distributionsfehler sind nur durch Build-/Release-Checks adressierbar, nicht durch Typ-/IR-Analysen von Usercode. "
NVIDIA/cuda-quantum,906,https://github.com/NVIDIA/cuda-quantum/issues/906,cudaq.from_state() dosn't work correctly,closed,2023-11-10T22:07:48Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,819,"Ein gültiger Zustandsvektor führt zu einem anderen, inkorrekten internen Zustand – die from_state-API bricht ihre zugesicherte Semantik. ","Fehler liegt in der Mapping-/Repräsentationslogik der High-Level-State-API, nicht im Backend. ",Das ist ein Implementierungsdetail der Framework-State-Repräsentation; Usercode-Analyse kann das nicht verhindern. 
NVIDIA/cuda-quantum,875,https://github.com/NVIDIA/cuda-quantum/issues/875,ConvertExpr buildOp currently not specification adherent. ,closed,2023-11-07T18:49:35Z,API-/Usage-/Logic-Bug (High-Level),High-Level-API / Framework-Logic ,C,,,Das fixup-linkage-Tool setzt falsche Linkage-/Visibility-Eigenschaften für Mach-O/QIR-Artefakte und bricht damit den eigenen Contract gegenüber dem System-Linker. ,"Bug sitzt in der Toolchain-/Compiler-Integrationsschicht (QIR/IR → Objekt → Host-Binary), nicht im Usercode oder Backend. ",Falsche Linkage-Flags in generiertem IR sind reine Tool-/Implementierungsfehler und nicht durch Analyse von Userkernels compile-time vermeidbar. 
NVIDIA/cuda-quantum,873,https://github.com/NVIDIA/cuda-quantum/issues/873,Free function kernels won't work on macOS,open,2023-11-07T11:01:34Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Chemie-/Domain-Code wird falsch an den QPP-Simulator gekoppelt (z.B. falsches Backend/Precision/Statehandling) – Integrationsfehler, kein reiner Build-Flag-Fehler. ","Schicht, in der Chemistry-Code, CUDA-Q-State und Backend-Simulator verdrahtet werden. ",Solche Kopplungsfehler werden über Tests/CI gefunden; sie sind nicht sinnvoll durch Analyse von Userkernels zur Compile-Time vermeidbar. 
NVIDIA/cuda-quantum,867,https://github.com/NVIDIA/cuda-quantum/issues/867,Allow for more complex builder gate signatures in library mode,closed,2023-11-06T21:16:18Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,805,"QPP beschwert sich, weil CUDA-Q die Subsysteme/Indizes so an applyCTRL übergibt, dass Dimensionsverträge verletzt werden – Integrationsproblem, nicht QPP-Bug. ","Bug an der Schnittstelle zwischen CUDA-Q-State-/Registerrepräsentation und QPP-API (Subsystem-Aufteilung, Endianness/Order). ","Ob diese interne Übersetzung stimmt, hängt nur von der Library-Implementierung ab; Usercode-Analyse kann das nicht verhindern. "
NVIDIA/cuda-quantum,866,https://github.com/NVIDIA/cuda-quantum/issues/866,Unable to use IQM QPU machine name with spaces,closed,2023-11-06T12:38:06Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Das Problem liegt im Zusammenspiel von nvq++-CLI, IQM-Backend und Runtime: die übergebene Machine-String-Option mit Leerzeichen (\""Adonis Variant\"") wird falsch interpretiert, sodass zur Laufzeit eine Architektur-Mismatch-Exception entsteht, obwohl der User die korrekte Architektur angibt. ","Betroffen ist die Integrationsschicht zwischen CUDA-Q-Toolchain/Runtime und dem externen IQM-REST/QPU-Backend (Parsing & Mapping der --iqm-machine-Option), nicht die reine Build-Umgebung oder eine einzelne Backend-Library ",Das ist ein Implementierungsfehler in der Behandlung/Weitergabe von Maschinen-Namen (z.B. Splitten am Leerzeichen oder falscher Vergleich); zusätzliche Compile-Time-Analysen des Usercodes oder stärkere Typisierung der Quantum-Programme würden das nicht verhindern – es braucht einen Fix in der CLI-/Runtime-Implementierung selbst. 
NVIDIA/cuda-quantum,819,https://github.com/NVIDIA/cuda-quantum/issues/819,from_state prepares incorrect state,closed,2023-10-24T03:55:43Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,906,DOUBLE,DOUBLE,DOUBLE
NVIDIA/cuda-quantum,814,https://github.com/NVIDIA/cuda-quantum/issues/814,Ternary operator not working in `__qpu__` kernels,closed,2023-10-23T20:08:17Z,API-/Usage-/Logic-Bug (High-Level) ,Backend-Library ,B ,B2,,"The nvq++ compiler is generating IR that always executes the instructions involved in ternary operations. It should generate conditional IR instead. That is - for the a ? b : c expression, it should evaluate a, and then based on the result of a, it should then evaluate b OR c, not both.",The defect lies in the CUDA-Q C++ frontend / Quake IR lowering for ternary (?:) operators inside kernels: the generated IR encodes the wrong control-flow semantics before any backend simulator or environment is involved,A specialised IR verifier or compiler test generator could detect that a supposed conditional expression has both branches evaluated and merged which requires analysis of the generated control flow rather than simple local type/contract checks
NVIDIA/cuda-quantum,810,https://github.com/NVIDIA/cuda-quantum/issues/810,Logical `&&` operator not working in `__qpu__` kernels,closed,2023-10-23T12:35:57Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,,,"Ein Kernel, der mit einem logischen && arbeitet, wird in IR mit falscher Kurzschluss-/Branchlogik übersetzt – der Compiler verletzt die Semantik der High-Level-Sprache. ","Der Fehler sitzt in der IR-Generierung/Optimierung (Frontend → Quake/MLIR → Ziel-IR), also in der Compiler-/Framework-Integrationsschicht. ","Falsch generierte Branch-/Logical-IR ist ein typischer Pass-/Compilerbug; er lässt sich nicht durch Analyse der Userkernels zur Compile-Time vermeiden, sondern nur durch Fix/Verification der Transformationen. "
NVIDIA/cuda-quantum,806,https://github.com/NVIDIA/cuda-quantum/issues/806,[QIR] Lowering ctrl-swap not implemented,closed,2023-10-20T19:29:49Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,,,"Der Lowering-Code für Zwei-Target-Operationen enthält eine harte Fehlermeldung für kontrollierte Varianten, d.h. bestimmte gültige Operationen werden schlicht nicht unterstützt – ein Logik-/Feature-Gap im Compiler. ","Der Bug liegt im LowerToQIR-/Pass-Code (Quake/MLIR → QIR), also in der Compiler-/Framework-Integrationsschicht. ","Dass eine bestimmte Operation im Lowering nicht implementiert ist, ist ein reines Implementierungsthema; zusätzliche Compile-Time-Analysen des Usercodes können das nicht heilen. "
NVIDIA/cuda-quantum,805,https://github.com/NVIDIA/cuda-quantum/issues/805,[QIR] Bug in lowering multi-ctrl to LLVM,closed,2023-10-20T18:58:06Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,867,DOUBLE,DOUBLE,DOUBLE
NVIDIA/cuda-quantum,799,https://github.com/NVIDIA/cuda-quantum/issues/799,Issue with generated thunk for kernel with cc.callable argument,open,2023-10-19T20:17:13Z,API-/Usage-/Logic-Bug (High-Level) ,Framework-Integration ,C,,,Der generierte IR ruft über einen cc.undef-Funktionszeiger statt über einen korrekt gesetzten Pointer – klarer Codegen-/Logik-Bug in der Compilerkette. ,"Der Fehler entsteht in der IR-/Codegen-Integration (Front-End → Quake/MLIR → LLVM/QIR), also in der Compiler-/Framework-Schicht. ",Falsch initialisierte Funktionszeiger im generierten IR sind ein internes Compilerproblem; das kann man nicht durch Usercode-Analyse zur Compile-Time vermeiden. 
NVIDIA/cuda-quantum,776,https://github.com/NVIDIA/cuda-quantum/issues/776,Broadcasting on observe yields incorrect results ,closed,2023-10-16T12:35:16Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,C,,,"Für gebatchte Parameter (3×2 theta_vals) liefert observe eine Liste der falschen Länge (und Typen), d.h. die High-Level-API hält ihren Rückgabe-Contract für batched Inputs nicht ein. ","Der Fehler liegt in der Observe-/Batching-Logik des Python-Frontends, nicht im Backend oder im Build. ","Das ist ein Implementierungsfehler der Ergebnisaggregation; zusätzliche Compile-Time-Analysen des Usercodes ändern daran nichts, es braucht einen Fix im Framework. "
NVIDIA/cuda-quantum,759,https://github.com/NVIDIA/cuda-quantum/issues/759,Hamiltonian list does not work with observe_async,open,2023-10-11T15:44:08Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,A,,,"observe_async unterstützt nur einen einzelnen SpinOperator, bricht aber bei einer Liste ab, obwohl observe mit einer Liste funktioniert – inkonsistente API-/Contract-Logik. ","Betrifft ausschließlich das Python-Frontend bzw. die High-Level-API-Signaturen von observe vs. observe_async, nicht das Backend. ","Mit strengeren Typ-/Overload-Contracts (z.B. unterschiedliche Funktionsnamen oder statisch typisierte Parameter) könnte man zur Compile-Time erzwingen, dass observe_async nur den erlaubten Argumenttyp annimmt oder früh einen klaren Fehler generiert. "
NVIDIA/cuda-quantum,677,https://github.com/NVIDIA/cuda-quantum/issues/677,[Bug] Cross dependence between regression and unit tests,open,2023-09-20T21:04:00Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,,,"Ein Quake-Regressionstest hängt von IonQ-spezifischer Umgebung/Tests ab, was zu fragilen, Umgebung-abhängigen Testläufen führt – Konfigurations-/Test-Design-Problem. ","Es geht um Test-/Build-Infrastruktur und deren Abhängigkeiten, nicht um Runtime oder Compilerlogik. ","Solche Cross-Dependencies in Tests sind organisatorische/Infra-Probleme; sie lassen sich nicht durch Analyse von Userkernels verhindern, sondern nur durch bessere Teststrukturierung."
NVIDIA/cuda-quantum,640,https://github.com/NVIDIA/cuda-quantum/issues/640,Async execution in Python is broken,closed,2023-09-11T13:28:34Z,Backend-/Framework-Integrations-Bug ,Runtime-/Framework-Runtime ,C ,,,Asynchrone Ausführung verwendet Python-Objekte in C++-Threads ohne korrekte GIL-Handhabung – Integrationsproblem zwischen Python-Runtime und C++-Async-Execution. ,"Der Bug liegt im Laufzeitverhalten (Threads, GIL, Async-Executor), nicht in der Kompilierung oder reinen Backend-Implementierung. ",Race-/Threading-/GIL-Probleme sind Laufzeit-/Implementierungsdetails; sie lassen sich nicht über statische Analyse von Quantum-Usercode zur Compile-Time zuverlässig verhindern. 
NVIDIA/cuda-quantum,637,https://github.com/NVIDIA/cuda-quantum/issues/637,Nightly integration test failures for 4 IonQ tests (empty programs),closed,2023-09-10T20:41:53Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,B ,B2,,Durch Kombination mehrerer Änderungen wird das Programm vollständig wegoptimiert und der IonQ-Backend-Aufruf schlägt auf einem leeren Programm fehl – Problem im Zusammenspiel von Optimizer und Backend-Anforderungen. ,"Der Fehler sitzt in der Compiler-/Framework-Schicht, die IR so optimiert, dass für das IonQ-Backend faktisch kein sinnvoller Code übrig bleibt. ","Ein robuster Optimizer/IR-Validator könnte vor der Submission erkennen, dass das Programm komplett leer ist, und eine Warnung oder einen Fehler ausgeben – das erfordert aber eine zusätzliche, nicht-triviale Analyse. "
NVIDIA/cuda-quantum,630,https://github.com/NVIDIA/cuda-quantum/issues/630,Python formatting of tests not enforced in CI,closed,2023-09-08T19:38:11Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,,,"Der CI-Job für Python-Formatierung ist so konfiguriert, dass er bei Problemen nicht fehlschlägt und damit Verstöße nicht blockiert – klassischer Fehler in der Build-/Testkonfiguration. ","Betrifft rein die CI-/Build-Schicht (yapf-Check, Exit-Codes), bevor irgendetwas kompiliert oder ausgeführt wird. ","Das ist ein Konfig-/Scriptproblem der CI; Compile-Time-Analyse von Usercode hat hier keinen Hebel, es braucht eine korrekte Pipeline-/Job-Konfiguration. "
NVIDIA/cuda-quantum,609,https://github.com/NVIDIA/cuda-quantum/issues/609,crash in test_runtime_dm,closed,2023-09-06T16:09:04Z,Performance-/Numerik-Bug ,Runtime-/Framework-Runtime ,C,,,"Der Density-Matrix-Runtime-Test liefert falsche/statistisch inkonsistente Ergebnisse bzw. schlägt unerwartet fehl – das ist ein Fehler in der numerischen/algorithmischen Implementierung, nicht im API-Gebrauch. ","Der Fehler tritt beim Ausführen der Runtime-/Simulatorlogik auf (unittests laufen, Binary startet), nicht beim Build oder im High-Level-Frontend. ","Numerik-/Runtime-Bugs in der internen DM-Implementation lassen sich nicht realistisch durch Analyse des Usercodes zur Compile-Time verhindern, sondern nur durch Fixes und Tests im Runtime-Code. "
NVIDIA/cuda-quantum,603,https://github.com/NVIDIA/cuda-quantum/issues/603,Kernel is translated into an invalid QASM,closed,2023-09-05T18:17:38Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Der Translator erzeugt QASM mit Gate-Namen, die mit _ anfangen (QASM 2.0-inkompatibel), und mit Gate-Definitionen, die nach ihrer Verwendung kommen; hier schlägt die Integration zwischen cudaq/Quake-IR und dem OpenQASM-Format fehl. ","Es geht um die Schicht, in der interne Kernel-MLIR in OpenQASM „für externe Consumer“ (QASM-Backends) übersetzt wird – eine klassische Format-/Backend-Integrationsaufgabe, nicht rein interne High-Level-API-Semantik. ","Dass der erzeugte QASM-Text gegen die Spezifikation verstößt, könnte zwar durch zusätzliche QASM-Linting-Schritte erkannt werden, aber das sind wiederum Checks auf dem Generator-Code, nicht auf dem User-Kernel; im Sinne deiner CTClass-Definition (Analyse von User-/Kernel-Code) ist das ein Implementierungsproblem im Translator und damit C. "
NVIDIA/cuda-quantum,583,https://github.com/NVIDIA/cuda-quantum/issues/583,cuda-quantum docker cpu have different result with gpu,closed,2023-08-29T06:19:25Z,Performance-/Numerik-Bug ,Backend-Library ,C,,,"Ohne set_target('nvidia') liefert der VQE-Lauf physikalisch plausible Energien und einen nicht-trivialen Zustandsvektor, mit GPU-Target dagegen immer denselben falschen Wert (≈ -4.10) und einen praktisch Null-State – das ist ein klarer numerischer Korrektheitsfehler im GPU-Pfad, kein reines API- oder Config-Problem. ","Das Problem tritt nur im nvidia-Target auf, also in der GPU-Backend-Implementierung (cuStateVec/cuTensorNet bzw. deren Anbindung); der gleiche High-Level-Code funktioniert mit dem Default-Backend. ","Ob der GPU-Backend-Kern korrekt rechnet, hängt von internem numerischem Code, FP-Pfaden und ggf. Hardwaredetails ab; ein statischer Check der User-Kernels oder API-Verträge kann nicht verhindern, dass ein bestimmte Backend-Pfad immer die gleiche falsche Energie und einen Null-State produziert. "
NVIDIA/cuda-quantum,579,https://github.com/NVIDIA/cuda-quantum/issues/579,Segmentation fault with --emulate option on some programs when saving measurements to variables,closed,2023-08-28T12:47:34Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,"Das Ändern der Messung von mz(qubits); hin zu auto r0 = mz(qubits[0]); ... ist semantisch harmlos, führt aber plötzlich zu einem Segfault, weil das Framework dann das erwartete __global__-Register nicht mehr befüllt – hier bricht die Messungs-/Result-Semantik der High-Level-API ihren Vertrag. ","Das Report beschreibt, dass sich die LLVM IR kaum ändert, aber zusätzliche registerName-Attribute und das Fehlen des __global__-Registers zu Problemen führen – das ist Logik im Frontend-/Result-Handling, wie Messungen in Kernel-Variablen und globale Result-Register zusammengeführt werden. ","Ein IR-/ABI-Validator könnte zur Compile-Time überprüfen, ob für alle erlaubten Messungs-Patterns (inkl. Speicherung in lokalen Variablen) die Invarianten der Host-ABI erfüllt sind – insbesondere, dass das erwartete __global__-Register korrekt aufgebaut wird; das ist fortgeschrittene, aber prinzipiell statische Analyse. "
NVIDIA/cuda-quantum,577,https://github.com/NVIDIA/cuda-quantum/issues/577,Issue with MLIRGen and NVQ++ Linking,open,2023-08-24T17:41:19Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,"Das Hinzufügen zusätzlicher (sogar unbenutzter) __qpu__-Kernel-Lambdas ändert das Verhalten des Programms so, dass auf dem RemoteRESTQPU plötzlich keine Counts mehr zurückkommen – das deutet auf eine fehlerhafte Kernel-/Entrypoint-Semantik im User-facing API-/Kernel-Model hin, nicht auf reine Umgebungskonfiguration. ","Der Bug liegt darin, wie das Framework aus den definierten Kernels/Lambdas den „richtigen“ Entry-Point für Remote-Execution bestimmt und Library-Mode vs. direkter QPU-Aufruf verkabelt – das ist Frontend-/Framework-Logik rund um Kernel-Auflösung. ","Ein hinreichend smarter statischer Check über die Kernel-IR/Metadaten könnte erkennen, dass mehrere Kandidaten-Entry-Points definiert sind bzw. dass der als Entry-Point markierte Kernel nicht mit der erwarteten Signatur/Execution-Mode zusammenpasst und die Compilation verweigern, statt in einen „silent failure“-Modus ohne Counts zu laufen "
NVIDIA/cuda-quantum,573,https://github.com/NVIDIA/cuda-quantum/issues/573,ConcatOp Canonicalization,closed,2023-08-22T19:20:03Z,Performance-/Numerik-Bug ,Framework-Integration ,C,,,"Die erzeugte IR ist semantisch korrekt, enthält aber nach Multicontrol-Decomposition und Gate-Set-Mapping überflüssige quake.concat-Operationen, die nur Performance/IR-Qualität betreffen („superfluous and could probably be optimized away“). ","Das Problem entsteht im Zusammenspiel verschiedener Transformations-/Lowering-Pässe, die auf konkrete Backend-Gate-Sets (z.B. Quantinuum) abzielen – also in der Integrationsschicht zwischen Frontend-IR und backendnaher Repräsentation. ","Ob bestimmte No-Op-Pattern tatsächlich wegoptimiert werden, ist eine Frage der Qualität/Existenz von Optimize-Pässen; das ist kein Sicherheits- oder Korrektheitsproblem, das man über zusätzliche Typ-/Contract-Checks auf User-Ebene sinnvoll verhindern würde. "
NVIDIA/cuda-quantum,553,https://github.com/NVIDIA/cuda-quantum/issues/553,Auto-kernel test is failing on ARM,closed,2023-08-13T17:39:23Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Das Issue beschreibt, dass genau ein bestimmter Test („NVQPP auto-kernel test“) auf aarch64 fehlschlägt und deshalb in PR #548 auf x86_64 beschränkt wurde – es geht nicht um falsche User-API-Nutzung oder Environment-Config, sondern um fehlende/kaputte Unterstützung dieses Pfads auf einer Architektur. ","Der Fehler manifestiert sich beim Ausführen des nvqpp-Auto-Kernel-Workflows (Compiler-Frontend + Backend-Auswahl) auf einer bestimmten Plattform; das ist genau die Integrationsschicht zwischen Framework, Compiler und Zielarchitektur, nicht der reine Build/Installer. ","Architektur-/Plattform-spezifische Laufzeitprobleme (Tests laufen auf x86_64, aber nicht auf aarch64) hängen von Binaries, ABIs und Toolchain-Details ab, die ein statischer Check des User-Codes nicht in den Griff bekommt – realistisch eine C-Klasse "
NVIDIA/cuda-quantum,530,https://github.com/NVIDIA/cuda-quantum/issues/530,Assertion in `vqe_h2.cpp` example with IonQ-emulate target,closed,2023-08-08T13:43:57Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Das Beispiel vqe_h2.cpp läuft generell, schlägt aber mit IonQ-Target in einer Assertion im Array-Handling fehl („index 4“ bei Größe 4) – das ist ein Fehler im Zusammenspiel des cudaq-Frameworks mit der IonQ-spezifischen Backend-Implementierung, nicht ein genereller API- oder User-Fehler. ","Betroffen ist die Schicht, in der das Framework das IonQ-Backend aufruft und Datenstrukturen (Shots/Results) hin- und herreicht; irgendwo in dieser Integrationslogik wird falsch indiziert.","Der konkrete Off-by-one-Fehler entsteht in der Implementierung des Integrations-/Result-Handling-Codes; ein statischer Check des User-Kernels (oder einfacher Typ-Contracts) kann nicht verlässlich verhindern, dass intern jemand index == size statt < size verwendet. "
NVIDIA/cuda-quantum,521,https://github.com/NVIDIA/cuda-quantum/issues/521,MemToReg on an unmeasured state preparation kernel. ,closed,2023-08-03T13:51:22Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,"Ein gültiger Kernel ohne Messungen wird durch die Value-Semantik-Pipeline (u.a. factor-quantum-alloc, memtoreg) so transformiert, dass alle Operationen verschwinden und nur noch quake.null_wire übrig bleibt – die API-/Transformationslogik verletzt hier ihre eigene Semantik gegenüber dem Nutzer. ","Der Fehler liegt in der von cudaq bereitgestellten Transformations-/Optimierungspipeline für Kernel-IR (Frontend-/Quake-Ebene), nicht in einem spezifischen Hardware-Backend oder der Umgebung. ",codebook_gpu_quantum_bugs
NVIDIA/cuda-quantum,507,https://github.com/NVIDIA/cuda-quantum/issues/507,nvq++ pass pipeline parser error on hardware,closed,2023-07-27T22:11:44Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Der Fehler tritt nur in den C++-Hardware-Beispielen für IonQ/Quantinuum auf und äußert sich darin, dass die konfigurierte Pass-Pipeline einen nicht registrierten lambda-lifting-Pass enthält, während andere Pfade (Python-Beispiele) funktionieren – klassischer Integrationsfehler im Zusammenspiel von nvq++/cudaq-opt und den Backend-Konfigurationen. ","Betroffen ist die Schicht, in der das Framework die Pass-Pipeline und Backend-Config zusammenschnürt und cudaq-opt aufruft; Build/Environment ist ok, aber die „verkabelte“ Pipeline für diese Targets ist falsch. ","Ob ein bestimmter Passname zur Laufzeit im Pass-Registry tatsächlich verfügbar ist, hängt von Build/Installation und internem Tooling ab; ein Compiler, der nur den User-Kernel analysiert, kann das nicht sinnvoll vorab garantieren – das ist primär ein Tool-/Deployment-Integrationsproblem. "
NVIDIA/cuda-quantum,487,https://github.com/NVIDIA/cuda-quantum/issues/487,Support typedef for integral and floating-point variables/values,closed,2023-07-25T19:53:07Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,"Das Issue beschreibt, dass __qpu__-Kernels mit „normalen“ Standardtypen als Argumente funktionieren, aber bei typedef/Alias-Typen der Compiler aussteigt und die Typ-Aliaising-Logik unvollständig ist – das ist ein Fehler in der öffentlich sichtbaren Kernel-/Type-Semantik, nicht in der Umgebung oder im Backend. ","Der Bug sitzt im nvq++/Frontend bzw. der Art, wie Kernel-Argumenttypen (inkl. Aliases) analysiert und in Quake/MLIR abgebildet werden – bevor irgendein Backend oder Simulator ins Spiel kommt. ","Mit einer besseren statischen Typ-/Alias-Analyse im Compiler (z.B. normalisierte Darstellung aller erlaubten Aliases, Validator-Pass über die IR) könnte man diese Klasse von Typ-Handling-Bugs prinzipiell zur Compile-Time verhindern; es braucht aber mehr als nur einfache „arg_type == expected“-Checks. "
NVIDIA/cuda-quantum,475,https://github.com/NVIDIA/cuda-quantum/issues/475,Quake measurement ops in value semantics mode,closed,2023-07-24T20:17:47Z,API-/Usage-/Logic-Bug (High-Level) ,High-Level-API / Framework-Logic ,B ,B2,,Hier geht es um semantisch falsches Verhalten bei der Kernel-/API-Nutzung – z. B. wie Measurement-/Execution-Logik interpretiert bzw. transformiert wird. ,"Der Fehler liegt in der Nutzer-API und deren Semantik (Kernel/Measurement/Entry-Point-Logik), nicht in Backend oder Deployment. ","Mit hinreichend starker statischer Analyse (z. B. IR-Validator, Entry-Point-/Signature-Checks) wäre solches inkonsistentes API-Verhalten prinzipiell detektierbar. "
NVIDIA/cuda-quantum,454,https://github.com/NVIDIA/cuda-quantum/issues/454,"Runtime failures result in a non-descriptive ""Abort"" error when using Anaconda shell",open,2023-07-21T10:47:24Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"Der Fehler tritt beim Versuch auf, einen Job an ein Hardware-Backend (z.B. Remote-QPU) zu submitten, weil Credentials fehlen oder der Submission-Mechanismus fehlerhaft reagiert — klassischer Fehler in der Integration zwischen Framework und Backend, nicht in Nutzer-API oder Build/Evironment. ","Das Problem liegt in der Submission-/Backend-Interaktion, also im Integrationspfad zwischen Nutzer-Code und Remote-Service; nicht in der High-Level-API-Semantik und nicht in reiner Runtime (Performance/Memory). ",Solche Submission/Authentifizierungsfehler lassen sich kaum durch statische Compile-Time-Checks der User-Kernel verhindern — sie hängen von Deployment/Backend-Konfiguration ab. 
NVIDIA/cuda-quantum,428,https://github.com/NVIDIA/cuda-quantum/issues/428,"[Base Profile] Bug with two mz with same registerName = """"",closed,2023-07-17T20:47:18Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,Issue betrifft fehlerhafte Backend-Interaktion bzw. falsche Integration zwischen Framework und Zielsystem – keine Nutzer-Logik oder Umgebungskonfiguration. ,"Der Fehler entsteht in der Schicht, in der das Framework Backend-Komponenten auswählt oder ansteuert: klassische Integrationsschicht. ",Das Problem kann nicht durch statische Analyse des User-Codes erkannt werden — es ist ein Implementierung-/Integrationsfehler. 
NVIDIA/cuda-quantum,426,https://github.com/NVIDIA/cuda-quantum/issues/426,converting to base profile requires updates to __tdg and __sdg functions,closed,2023-07-17T19:04:29Z,Backend-/Framework-Integrations-Bug ,Framework-Integration ,C,,,"The QIR functions for adjoint of T and S (named <prefix>__tdg and <prefix>__sdg) are not correct for QIR base profile. In the base profile those names are spelled <prefix>__t__adj and <prefix>__s__adj, resp. Lowering to base profile needs to be updated.","Might be  a framework or backend integration issue in the Quake QIR lowering for the base profile. The CUDA-Q compiler frontend produces valid high-level kernels, but the QIR backend uses incorrect symbol names for these gates","Whether the emitted QIR obeys the base-profile naming conventions is a backend-spec compliance property that only the QIR generator ""knows"". A generic static checker on user code cannot enforce this, so class C"
NVIDIA/cuda-quantum,417,https://github.com/NVIDIA/cuda-quantum/issues/417,Python should be testable without make install,closed,2023-07-16T17:13:50Z,Build-/Install-/Packaging-Bug,Build/Deploy/Environment ,C,,,"Now if you want to test the python bindings from the build directory, you have to run make install in order for the python folder hierarchy to be in the $BUILD/python directory. ",This is a build / deployment pipeline issue in how CMake installs and exposes the Python package layout for testing: the test setup assumes an “installed” package structure rather than using the artifacts already present in the build tree,"Whether the project supports testing Python bindings from the build tree is a property of the build and packaging workflow, not of individual kernels or API usage"
